1.613859766277128642e+02,3.756223706176961628e+02
1.979350326391047474e+02,3.757096673919801333e+02
2.353634544848282815e+02,3.756058686228743113e+02
2.718457374830852586e+02,3.755345060893099003e+02
3.087154956085319668e+02,3.755018820577164433e+02
3.457967798085291520e+02,3.754595300261096327e+02
3.823746203172460127e+02,3.753773202834964309e+02
4.186223728813559433e+02,3.753603389830508377e+02
1.618129060199220532e+02,3.429857080987440554e+02
1.980158806544754668e+02,3.430019249278151960e+02
2.350203982515784276e+02,3.429970859640602043e+02
2.719985465116279215e+02,3.429801356589147190e+02
3.079883495145630832e+02,3.429990291262135997e+02
3.451011560693641513e+02,3.426430635838150351e+02
3.815186150409530796e+02,3.425148920327624751e+02
4.170999039385206402e+02,3.426628242074928039e+02
1.631282751091703176e+02,3.111397379912663723e+02
1.994931581828133460e+02,3.110136836343733080e+02
2.355005428881650289e+02,3.110179153094462663e+02
2.720113468179575875e+02,3.110019733596448077e+02
3.082783632982021231e+02,3.110117792932423981e+02
3.440213836477987570e+02,3.107176100628930726e+02
3.801337755666114049e+02,3.108855721393034628e+02
4.160097560975609667e+02,3.109931707317073233e+02
1.640201834862385226e+02,2.792917431192660729e+02
2.007070024570024600e+02,2.790098280098280270e+02
2.360203685741998072e+02,2.789990300678952622e+02
2.716709708273553474e+02,2.788990913438545931e+02
3.079985829003306321e+02,2.789938592347662052e+02
3.435013082155939514e+02,2.789984301412872583e+02
3.785095948827292318e+02,2.790015991471215102e+02
4.149874819451131316e+02,2.789889263360616383e+02
1.658856691253951396e+02,2.481443624868282427e+02
2.015116772823779172e+02,2.480138004246284424e+02
2.369944211994421153e+02,2.480032543003254375e+02
2.718670184696570118e+02,2.481308707124010482e+02
3.073509345794392402e+02,2.481028037383177605e+02
3.428851948051948284e+02,2.481345454545454459e+02
3.774988962472406229e+02,2.482048565121412764e+02
4.128901940755873170e+02,2.481368743615934704e+02
1.678595835557928524e+02,2.181372130272290519e+02
2.025122791900043069e+02,2.182050840155105504e+02
2.370137115839243620e+02,2.180297872340425442e+02
2.721994134897360595e+02,2.180083787180561501e+02
3.068784415584415797e+02,2.181366233766233904e+02
3.415006490696667925e+02,2.182085677196019162e+02
3.768947922146238625e+02,2.181525512887953653e+02
4.110372439478584852e+02,2.186945996275605353e+02
1.687192118226600996e+02,1.890067733990147758e+02
2.039890736342042885e+02,1.889705463182897915e+02
2.378668796592119179e+02,1.888461128860489850e+02
2.723267278878685147e+02,1.888844852585790193e+02
3.068683796539066861e+02,1.888526481384373312e+02
3.405063157894736605e+02,1.889947368421052545e+02
3.755127523910733203e+02,1.889851222104144597e+02
4.100070488721804622e+02,1.889802631578947398e+02
1.700136986301369859e+02,1.609965753424657464e+02
2.046652298850574709e+02,1.608893678160919478e+02
2.386838554216867578e+02,1.608665060240963953e+02
2.723251445086705189e+02,1.608843930635838149e+02
3.060113960113960161e+02,1.609852801519468244e+02
3.403532763532763283e+02,1.608841405508072171e+02
3.743463016330451296e+02,1.608952929875119935e+02
4.081330517423442643e+02,1.608817317845828825e+02
1.715178374402353825e+02,1.325020228025009317e+02
2.051976744186046631e+02,1.329840654608096600e+02
2.390226161369193107e+02,1.327145476772616064e+02
2.729921450151057343e+02,1.326906344410876102e+02
3.056758587324625296e+02,1.328645379777455275e+02
3.397657754010695044e+02,1.322775401069518750e+02
3.733547297297297405e+02,1.328706563706563770e+02
4.065162138475021720e+02,1.327971078001752971e+02
