1.683133944954128367e+02,4.360748623853211257e+02
2.051499663752521769e+02,4.364636852723604648e+02
2.420898832684824811e+02,4.366287937743190923e+02
2.783576958810777455e+02,4.367788789098792108e+02
3.152515315315315547e+02,4.366717117117117368e+02
3.522313633310947125e+02,4.368388179986567934e+02
3.883739042481456636e+02,4.373506405933918018e+02
4.256491948215977459e+02,4.368023365961477680e+02
1.691783007578779348e+02,4.024335859593139162e+02
2.058835877862595396e+02,4.036641221374046040e+02
2.420244498777506124e+02,4.039863080684596639e+02
2.789965803615046411e+02,4.039882755251587696e+02
3.149985344406448462e+02,4.039794821690278468e+02
3.511050583657587367e+02,4.036785019455252836e+02
3.878959092750101263e+02,4.036375050627784731e+02
4.240000000000000000e+02,4.037917217084984713e+02
1.701089588377724056e+02,3.703472154963680509e+02
2.070104452996151849e+02,3.715123694337548272e+02
2.428545159545700471e+02,3.718712817739318552e+02
2.790036540803897651e+02,3.717095006090133893e+02
3.150065395095367649e+02,3.715068119891008109e+02
3.502491909385113331e+02,3.716111111111110858e+02
3.867077681874229143e+02,3.719623921085080269e+02
4.227107540173053053e+02,3.719826946847960585e+02
1.715021739130434923e+02,3.389956521739130153e+02
2.079888059701492580e+02,3.395191897654584068e+02
2.436743626743626692e+02,3.398787878787878753e+02
2.789927069927069851e+02,3.397996567996568160e+02
3.147722676937891038e+02,3.396673086181993426e+02
3.498726114649681449e+02,3.398720806794055420e+02
3.851218940459446571e+02,3.396872948898265463e+02
4.209798850574712787e+02,3.399832375478927133e+02
1.734895888948211393e+02,3.090128136679124395e+02
2.089948525970987419e+02,3.090276087973795143e+02
2.442120828052387083e+02,3.090038022813688485e+02
2.793254828073480667e+02,3.089010833725859584e+02
3.139952718676123027e+02,3.090113475177304849e+02
3.493405762871988713e+02,3.089026924893717592e+02
3.843406851243547635e+02,3.089023932426090937e+02
4.188757035647279281e+02,3.093100375234521380e+02
1.749926509186351780e+02,2.784986876640419950e+02
2.101231656184486383e+02,2.788605870020964517e+02
2.449866793529971574e+02,2.789714557564224719e+02
2.798520900321543650e+02,2.788595927116827511e+02
3.137839109970046820e+02,2.790021394950791773e+02
3.485138961719978852e+02,2.790078657577346348e+02
3.831547429782723952e+02,2.788945416004239632e+02
4.173739188290086304e+02,2.793662674650698818e+02
1.760037435657463618e+02,2.489751988769302784e+02
2.111475583864119017e+02,2.488795116772823803e+02
2.453325482807348124e+02,2.488883655204898844e+02
2.790177628420547080e+02,2.489990398463754104e+02
3.139766555502620236e+02,2.490052405907574951e+02
3.478604774535809270e+02,2.491236074270557026e+02
3.814881618596642170e+02,2.492018941024537355e+02
4.161164581328200143e+02,2.493498556304138560e+02
1.778012987012986912e+02,2.204896103896103909e+02
2.120005327650506217e+02,2.205066595631326720e+02
2.461055155875299647e+02,2.206479616306954483e+02
2.791789557592666142e+02,2.208094858509366247e+02
3.134511904761905043e+02,2.206535714285714391e+02
3.472971576227390074e+02,2.207084409991386735e+02
3.802173344947735245e+02,2.210013066202090499e+02
4.143325404376784036e+02,2.208943862987630951e+02
1.793544847328244316e+02,1.921130725190839712e+02
2.129167324388319003e+02,1.923780584056827081e+02
2.460108742931709571e+02,1.927768595041322328e+02
2.799943502824858683e+02,1.927866145154280844e+02
3.133602295746117647e+02,1.926188386225523175e+02
3.460154813739719657e+02,1.929927431059506659e+02
3.799884225759768697e+02,1.930000000000000000e+02
4.126715990453460563e+02,1.931083532219570316e+02
