4.837098673365256332e+02,3.175173090509459257e+02
5.211053843710292313e+02,3.185896601016518161e+02
5.614216132368148919e+02,3.190970010341261514e+02
5.998352718676122777e+02,3.200847281323876814e+02
6.396556218246079197e+02,3.207552462999778982e+02
6.795687412912214995e+02,3.219135315064251586e+02
7.186390602929150191e+02,3.226464946844100723e+02
7.587695917759236863e+02,3.235547526817640005e+02
4.889584790209790413e+02,2.910083041958042145e+02
5.269278570105575454e+02,2.911940174106316022e+02
5.644107378612293360e+02,2.927063224292210748e+02
6.031409350498499862e+02,2.929543122640596380e+02
6.404069777147149125e+02,2.937909189550121027e+02
6.791717468354430594e+02,2.944618734177215060e+02
7.173188976377953168e+02,2.955002128112364517e+02
7.553591594335313175e+02,2.962020100502512605e+02
4.951245807974164563e+02,2.657287293503912338e+02
5.319778360655737970e+02,2.665407213114754086e+02
5.674200992020703325e+02,2.666576450291136666e+02
6.046293983110485897e+02,2.672649542575650798e+02
6.418997326203208331e+02,2.688334224598930291e+02
6.778402451481102844e+02,2.690788559754851690e+02
7.154392767104233144e+02,2.697163348691645410e+02
7.520052173913043134e+02,2.710071884057970806e+02
5.005538985248824702e+02,2.425500081050413428e+02
5.359387726638772165e+02,2.422733612273361246e+02
5.712708731676226535e+02,2.429172721478648782e+02
6.059647395535203032e+02,2.436041213508872261e+02
6.420462218194177240e+02,2.443532343944715137e+02
6.780033152223961679e+02,2.449883967216134124e+02
7.127918809201623844e+02,2.456092016238159772e+02
7.478983029698028986e+02,2.467163713501372513e+02
5.063025162028212094e+02,2.203585589020205759e+02
5.399713696747595577e+02,2.209033440219880902e+02
5.741376811594202536e+02,2.216840062111801331e+02
6.086228915662650252e+02,2.215340026773761792e+02
6.423181604143776440e+02,2.223641500549364309e+02
6.774897518878101437e+02,2.230016951764524720e+02
7.114813584905659809e+02,2.240587169811320791e+02
7.450718891038039828e+02,2.246964861379755121e+02
5.115563858695651902e+02,2.000602921195652186e+02
5.439987999314246281e+02,2.000001714383679143e+02
5.769969082125603563e+02,2.009621256038647346e+02
6.101150175791059382e+02,2.008802946593001764e+02
6.433707083876574870e+02,2.017302622048384819e+02
6.766027397260273801e+02,2.024173189823874850e+02
7.092137891899560600e+02,2.030270960419917685e+02
7.425295938104449078e+02,2.042257253384912872e+02
5.156201525746980678e+02,1.817231404958677672e+02
5.480157053112507128e+02,1.819837235865219895e+02
5.798948573808036144e+02,1.818115760982718996e+02
6.109938186813186576e+02,1.823904532967032992e+02
6.437633940353655362e+02,1.820568751649511796e+02
6.758388602704443429e+02,1.829929169349645974e+02
7.074232959447799658e+02,1.838350301984469297e+02
7.405105561861521437e+02,1.845182746878546993e+02
5.195244391971664299e+02,1.633485242030696440e+02
5.515002937720329328e+02,1.636357226792009385e+02
5.824335303926027336e+02,1.637344247385175038e+02
6.125324526134405687e+02,1.643806241623587994e+02
6.445462384134511922e+02,1.651573615003233328e+02
6.751254628943860325e+02,1.655291067989927285e+02
7.061314583333332848e+02,1.661872916666666526e+02
7.378316382412767780e+02,1.669491472383038513e+02
5.248784624081401944e+02,1.464457320520067753e+02
5.545889603429795898e+02,1.467920685959271054e+02
5.844841357887730737e+02,1.473499001553139465e+02
6.150784777858704047e+02,1.469258922068463278e+02
6.453203761755486312e+02,1.482686520376175565e+02
6.743778819851504522e+02,1.485810863618600877e+02
7.049531029619181481e+02,1.490303244005641830e+02
7.350220003697540960e+02,1.495024958402662207e+02
